Dice,IoU,HD95,ASSD,patient_id
0.9082193027701083,0.8318697198755002,0.8385254915624212,0.16184337317989236,1
0.9158575579273189,0.844776039001266,1.344870625748068,0.23589555918700558,14
0.8939339683449116,0.8082103082103083,1.8156871977298292,0.365228060243255,2
0.8195080933361362,0.6942089892442481,3.0,0.5777988684478388,24
0.8184540276647682,0.6926975732033165,8.246211251235321,1.3215709247404699,46
